"No.","Time","Source","Destination","Protocol","Length","Info"
"1667","3.603351","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2318 Ack=372736 Win=26199 Len=0 TSval=1082457648 TSecr=209184768"
"1668","3.603731","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1669","3.605868","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=745921 Win=3986 Len=0 TSval=132019437 TSecr=1082457319"
"1670","3.605930","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1671","3.611955","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=747361 Win=3986 Len=0 TSval=132019439 TSecr=1082457324"
"1672","3.612046","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1673","3.617865","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=748801 Win=3986 Len=0 TSval=132019440 TSecr=1082457330"
"1674","3.617889","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1675","3.617892","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1676","3.623278","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1677","3.623279","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1678","3.623280","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1679","3.623281","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1680","3.623282","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1681","3.623283","192.168.0.50","192.168.0.86","AFP","530","FPEnumerateExt2 reply"
"1682","3.623318","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2363 Ack=380440 Win=25958 Len=0 TSval=1082457665 TSecr=209184770"
"1683","3.623349","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2363 Ack=380440 Win=26199 Len=0 TSval=1082457665 TSecr=209184770"
"1684","3.623653","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1685","3.623798","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=750241 Win=3986 Len=0 TSval=132019442 TSecr=1082457336"
"1686","3.623820","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1687","3.629965","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=751681 Win=3986 Len=0 TSval=132019443 TSecr=1082457342"
"1688","3.629988","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1689","3.635864","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=753121 Win=3986 Len=0 TSval=132019445 TSecr=1082457348"
"1690","3.635904","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1691","3.642711","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=754561 Win=3986 Len=0 TSval=132019447 TSecr=1082457353"
"1692","3.642747","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1693","3.643289","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1694","3.643290","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1695","3.643291","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1696","3.643292","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1697","3.643293","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1698","3.643294","192.168.0.50","192.168.0.86","AFP","618","FPEnumerateExt2 reply"
"1699","3.643329","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2408 Ack=388232 Win=25956 Len=0 TSval=1082457682 TSecr=209184772"
"1700","3.643330","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2408 Ack=388232 Win=26199 Len=0 TSval=1082457682 TSecr=209184772"
"1701","3.643661","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1702","3.648845","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=756001 Win=3986 Len=0 TSval=132019448 TSecr=1082457359"
"1703","3.648867","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1704","3.653309","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1705","3.653311","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1706","3.653312","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1707","3.653313","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1708","3.653314","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1709","3.653315","192.168.0.50","192.168.0.86","AFP","608","FPEnumerateExt2 reply"
"1710","3.653357","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2453 Ack=396014 Win=25956 Len=0 TSval=1082457692 TSecr=209184773"
"1711","3.653357","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2453 Ack=396014 Win=26199 Len=0 TSval=1082457692 TSecr=209184773"
"1712","3.653709","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1713","3.654752","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=757441 Win=3986 Len=0 TSval=132019450 TSecr=1082457364"
"1714","3.654817","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1715","3.660912","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=758881 Win=3986 Len=0 TSval=132019451 TSecr=1082457369"
"1716","3.660939","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1717","3.666605","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=760321 Win=3986 Len=0 TSval=132019453 TSecr=1082457376"
"1718","3.666650","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1719","3.674080","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=761761 Win=3986 Len=0 TSval=132019454 TSecr=1082457381"
"1720","3.674158","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1721","3.679821","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=763201 Win=3986 Len=0 TSval=132019456 TSecr=1082457387"
"1722","3.679887","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1723","3.683243","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1724","3.683244","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1725","3.683245","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1726","3.683246","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1727","3.683248","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1728","3.683249","192.168.0.50","192.168.0.86","AFP","628","FPEnumerateExt2 reply"
"1729","3.683280","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2498 Ack=398910 Win=26109 Len=0 TSval=1082457719 TSecr=209184776"
"1730","3.683288","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2498 Ack=401806 Win=26019 Len=0 TSval=1082457719 TSecr=209184776"
"1731","3.683293","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2498 Ack=403816 Win=25956 Len=0 TSval=1082457719 TSecr=209184776"
"1732","3.683296","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2498 Ack=403816 Win=26199 Len=0 TSval=1082457719 TSecr=209184776"
"1733","3.683650","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1734","3.685939","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=764641 Win=3986 Len=0 TSval=132019457 TSecr=1082457392"
"1735","3.685965","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1736","3.688003","AsustekC_cb:78:60","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/0/14:dd:a9:cb:78:60  Cost = 0  Port = 0x8001"
"1737","3.691912","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=766081 Win=3986 Len=0 TSval=132019459 TSecr=1082457399"
"1738","3.692129","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1739","3.693508","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1740","3.693518","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1741","3.693522","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1742","3.693528","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1743","3.693532","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1744","3.693536","192.168.0.50","192.168.0.86","AFP","560","FPEnumerateExt2 reply"
"1745","3.693771","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2543 Ack=406712 Win=26109 Len=0 TSval=1082457728 TSecr=209184777"
"1746","3.693778","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2543 Ack=411550 Win=25958 Len=0 TSval=1082457728 TSecr=209184777"
"1747","3.693805","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2543 Ack=411550 Win=26199 Len=0 TSval=1082457728 TSecr=209184777"
"1748","3.694604","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1749","3.698201","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=767521 Win=3986 Len=0 TSval=132019460 TSecr=1082457404"
"1750","3.698276","192.168.0.86","52.42.164.78","SSLv2","1506","Encrypted Data"
"1751","3.700197","192.168.0.86","66.102.1.188","TCP","54","55628  >  5228 [ACK] Seq=1 Ack=1 Win=4096 Len=0"
"1752","3.711077","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=770401 Win=3986 Len=0 TSval=132019464 TSecr=1082457410"
"1753","3.711153","192.168.0.86","52.42.164.78","SSLv2","1506","Encrypted Data"
"1754","3.711154","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1755","3.722848","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=773281 Win=3986 Len=0 TSval=132019467 TSecr=1082457415"
"1756","3.722889","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1757","3.722889","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1758","3.723946","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1759","3.723947","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1760","3.723949","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1761","3.723966","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1762","3.723966","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1763","3.723967","192.168.0.50","192.168.0.86","AFP","570","FPEnumerateExt2 reply"
"1764","3.723990","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2588 Ack=419294 Win=25957 Len=0 TSval=1082457756 TSecr=209184780"
"1765","3.724008","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2588 Ack=419294 Win=26199 Len=0 TSval=1082457756 TSecr=209184780"
"1766","3.724325","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1767","3.736358","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=776161 Win=3986 Len=0 TSval=132019470 TSecr=1082457420"
"1768","3.736458","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1769","3.736460","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1770","3.736543","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1771","3.736639","192.168.0.86","52.2.5.154","TLSv1","103","Application Data"
"1772","3.736719","192.168.0.86","52.2.5.154","TLSv1","119","Application Data"
"1773","3.743639","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1774","3.743642","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1775","3.743645","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1776","3.743647","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1777","3.743651","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1778","3.743653","192.168.0.50","192.168.0.86","AFP","614","FPEnumerateExt2 reply"
"1779","3.743700","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2633 Ack=427082 Win=25956 Len=0 TSval=1082457775 TSecr=209184782"
"1780","3.743709","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2633 Ack=427082 Win=26199 Len=0 TSval=1082457775 TSecr=209184782"
"1781","3.743961","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1782","3.748035","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=779041 Win=3986 Len=0 TSval=132019473 TSecr=1082457431"
"1783","3.748106","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1784","3.748107","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1785","3.760107","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=781921 Win=3986 Len=0 TSval=132019476 TSecr=1082457441"
"1786","3.760197","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1787","3.760199","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1788","3.763284","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1789","3.763288","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1790","3.763290","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1791","3.763293","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1792","3.763296","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1793","3.763299","192.168.0.50","192.168.0.86","AFP","574","FPEnumerateExt2 reply"
"1794","3.763410","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2678 Ack=434830 Win=25957 Len=0 TSval=1082457794 TSecr=209184784"
"1795","3.763428","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2678 Ack=434830 Win=26199 Len=0 TSval=1082457794 TSecr=209184784"
"1796","3.763708","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1797","3.773058","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=784801 Win=3986 Len=0 TSval=132019479 TSecr=1082457496"
"1798","3.773143","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1799","3.773145","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1800","3.773400","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1801","3.773404","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1802","3.773406","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1803","3.773409","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1804","3.773412","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1805","3.773414","192.168.0.50","192.168.0.86","AFP","618","FPEnumerateExt2 reply"
"1806","3.773525","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2723 Ack=442622 Win=25956 Len=0 TSval=1082457803 TSecr=209184785"
"1807","3.773556","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2723 Ack=442622 Win=26199 Len=0 TSval=1082457803 TSecr=209184785"
"1808","3.773754","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1809","3.786042","52.42.164.78","192.168.0.86","TCP","66","443  >  63250 [ACK] Seq=1 Ack=787681 Win=3986 Len=0 TSval=132019482 TSecr=1082457500"
"1810","3.786096","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1811","3.786096","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1812","3.803343","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1813","3.803346","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1814","3.803349","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1815","3.803352","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1816","3.803354","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1817","3.803357","192.168.0.50","192.168.0.86","AFP","544","FPEnumerateExt2 reply"
"1818","3.803411","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2768 Ack=445518 Win=26109 Len=0 TSval=1082457833 TSecr=209184788"
"1819","3.803412","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2768 Ack=448414 Win=26019 Len=0 TSval=1082457833 TSecr=209184788"
"1820","3.803414","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2768 Ack=450340 Win=25958 Len=0 TSval=1082457833 TSecr=209184788"
"1821","3.803421","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2768 Ack=450340 Win=26199 Len=0 TSval=1082457833 TSecr=209184788"
"1822","3.803651","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1823","3.803801","52.42.164.78","192.168.0.86","TCP","78","443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019487 TSecr=1082457506 SLE=790561 SRE=792001"
"1824","3.803823","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1825","3.810174","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#1] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019488 TSecr=1082457506 SLE=790561 SRE=793441"
"1826","3.810236","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1827","3.813433","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1828","3.813441","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1829","3.813444","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1830","3.813447","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1831","3.813450","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1832","3.813452","192.168.0.50","192.168.0.86","AFP","628","FPEnumerateExt2 reply"
"1833","3.813507","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2813 Ack=453236 Win=26109 Len=0 TSval=1082457842 TSecr=209184789"
"1834","3.813508","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2813 Ack=458142 Win=25956 Len=0 TSval=1082457842 TSecr=209184789"
"1835","3.813515","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2813 Ack=458142 Win=26199 Len=0 TSval=1082457842 TSecr=209184789"
"1836","3.813761","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1837","3.816782","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#2] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019490 TSecr=1082457506 SLE=790561 SRE=794881"
"1838","3.816808","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"1839","3.823136","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#3] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019492 TSecr=1082457506 SLE=790561 SRE=796321"
"1840","3.828685","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#4] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019493 TSecr=1082457506 SLE=790561 SRE=797761"
"1841","3.834321","192.168.0.86","52.42.164.78","TCP","1506","[TCP Fast Retransmission] 63250  >  443 [ACK] Seq=789121 Ack=1 Win=4096 Len=1440 TSval=1082457861 TSecr=132019493[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"1842","3.834956","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#5] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019495 TSecr=1082457506 SLE=790561 SRE=799201"
"1843","3.842009","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#6] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019496 TSecr=1082457506 SLE=790561 SRE=800641"
"1844","3.846995","192.168.0.50","192.168.0.86","TCP","66","548  >  51255 [ACK] Seq=458142 Ack=2858 Win=661 Len=0 TSval=209184793 TSecr=1082457842"
"1845","3.848071","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#7] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019498 TSecr=1082457506 SLE=790561 SRE=802081"
"1846","3.853441","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1847","3.853445","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1848","3.853447","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1849","3.853450","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1850","3.853453","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1851","3.853456","192.168.0.50","192.168.0.86","AFP","544","FPEnumerateExt2 reply"
"1852","3.853460","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#8] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019499 TSecr=1082457506 SLE=790561 SRE=803521"
"1853","3.853507","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2858 Ack=465860 Win=25958 Len=0 TSval=1082457879 TSecr=209184793"
"1854","3.853517","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2858 Ack=465860 Win=26199 Len=0 TSval=1082457879 TSecr=209184793"
"1855","3.853834","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1856","3.857183","192.168.0.50","192.168.0.86","TCP","66","548  >  51255 [ACK] Seq=465860 Ack=2903 Win=661 Len=0 TSval=209184794 TSecr=1082457879"
"1857","3.859540","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#9] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019501 TSecr=1082457506 SLE=790561 SRE=804961"
"1858","3.863475","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1859","3.863482","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1860","3.863485","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1861","3.863488","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1862","3.863490","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1863","3.863493","192.168.0.50","192.168.0.86","AFP","570","FPEnumerateExt2 reply"
"1864","3.863534","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2903 Ack=473604 Win=25957 Len=0 TSval=1082457887 TSecr=209184794"
"1865","3.863547","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2903 Ack=473604 Win=26199 Len=0 TSval=1082457887 TSecr=209184794"
"1866","3.863782","192.168.0.86","192.168.0.50","AFP","111","FPEnumerateExt2 request: Vol=13 Did=36155"
"1867","3.865936","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#10] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019502 TSecr=1082457506 SLE=790561 SRE=806401"
"1868","3.872544","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#11] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019504 TSecr=1082457506 SLE=790561 SRE=807841"
"1869","3.873410","192.168.0.86","192.168.0.1","DNS","77","Standard query 0xfb1b A e.crashlytics.com"
"1870","3.878975","52.42.164.78","192.168.0.86","TCP","78","[TCP Dup ACK 1823#12] 443  >  63250 [ACK] Seq=1 Ack=789121 Win=3986 Len=0 TSval=132019506 TSecr=1082457506 SLE=790561 SRE=809281"
"1871","3.883362","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1872","3.883363","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1873","3.883364","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1874","3.883365","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1875","3.883366","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"1876","3.883367","192.168.0.50","192.168.0.86","AFP","552","FPEnumerateExt2 reply"
"1877","3.883401","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=2948 Ack=481330 Win=25958 Len=0 TSval=1082457905 TSecr=209184796"
"1878","3.883411","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=2948 Ack=481330 Win=26199 Len=0 TSval=1082457905 TSecr=209184796"
